[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 今天这场对话让我感受到了一种冰冻解风后的人间烟火气息
[00:24:15] 你纠结过吗
[00:24:16] 我我没有纠结
[00:24:17] 但但于浩是我觉得我也非常appreciate他
[00:24:19] 就是他反反而沉默了几秒
[00:24:20] 最后说好啊你去吧
[00:24:21] 对啊
[00:24:22] 然后我就去了
[00:24:23] 啊
[00:24:24] 但是这件事情啊发生了之后
[00:24:25] 像水城这个组
[00:24:26] aos的这个实验室
[00:24:27] 变成了我学弟学妹之后的一个
[00:24:28] 可选择的一个一个一个一个position
[00:24:29] 嗯
[00:24:30] 对
[00:24:31] 嗯
[00:24:40] 下
[00:24:48] 嗯
[00:24:49] others
[00:24:50] 比如像就说
[00:24:51] 嗯
[00:24:55] 边
[00:24:57] 也壮
[00:24:58] 我就40
[00:25:02] 我们两个学的
[00:25:03] 嗯
[00:25:06] 去
[00:25:07] 用
[00:25:08] 嗯
[00:25:09] 那
[00:25:10] 我小时候可能也比较无聊吧
[00:25:12] 我就会想
[00:25:12] 人有这么多
[00:25:14] 对吧
[00:25:15] 感官
[00:25:15] 如果非要让我去掉一个的话
[00:25:19] 我会去掉哪个
[00:25:19] 我觉得
[00:25:20] 也许我听不见
[00:25:22] 也许我没法说话
[00:25:24] 也许我没有触觉
[00:25:26] 没有嗅觉
[00:25:27] 我会过得很悲惨
[00:25:29] 但可能还可以接受
[00:25:30] 但如果我没有了视觉
[00:25:32] 那我不能看动画片
[00:25:34] 我也不能看电影
[00:25:36] 我也不能打游戏了
[00:25:37] 我似乎丧失了一个人的独立性
[00:25:40] 然后我觉得
[00:25:41] 当然这件事情
[00:25:42] 这些最开始的想法
[00:25:43] 和后来我看到的一些书里面
[00:25:46] 讲的事情
[00:25:46] 我觉得也蛮不谋而合的吧
[00:25:48] 因为你像咱视觉信号
[00:25:51] 其实占了人的大脑皮层
[00:25:54] 看你怎么说
[00:25:56] 主要的视觉区域
[00:25:57] 可能有30%占这个大脑
[00:26:00] 但整个大脑
[00:26:02] 在你看到这个图像的时候
[00:26:03] 激活的部分
[00:26:05] 可能要占到70%
[00:26:06] 对吧
[00:26:07] 所以其实我们
[00:26:08] 所有的人
[00:26:09] 都是视觉动物
[00:26:11] 然后这件事情
[00:26:12] 对
[00:26:14] 我是这么觉得的
[00:26:15] 我也是一个视觉动物
[00:26:16] 我也很喜欢
[00:26:17] 看一些东西
[00:26:19] 对
[00:26:20] 生物也是
[00:26:21] 而不是听不是读
[00:26:21] 不只是人
[00:26:23] 对
[00:26:23] 你说的非常非常对
[00:26:25] 所有的动物
[00:26:25] 其实不完全是这样
[00:26:27] 因为其实
[00:26:27] 在530million years ago
[00:26:31] 就530个百万
[00:26:32] 年前
[00:26:34] 其实地球上
[00:26:36] 其实这些生物是没有眼睛的
[00:26:38] 大家都在这种深海里面
[00:26:39] 生活
[00:26:40] 暗无天日
[00:26:42] 对吧
[00:26:42] 大家都在深海里面
[00:26:43] 然后光打不进来
[00:26:44] 然后突然有一天
[00:26:47] 有一些生物
[00:26:48] 能够
[00:26:49] 发展出来
[00:26:51] 他们的视觉了
[00:26:51] 虽然还是很弱
[00:26:52] 只能看到一点
[00:26:54] 渺茫的这个
[00:26:54] 这个信号
[00:26:56] 对吧
[00:26:56] 但这时候
[00:26:57] 他们就很厉害了
[00:26:58] 他们就能看到
[00:27:00] 自己想要
[00:27:01] 捕食的对象在哪
[00:27:03] 我就可以很快的游过去
[00:27:05] 然后把它吃掉
[00:27:05] 它还能躲避天敌
[00:27:07] 有人要过来
[00:27:08] 要抓我了
[00:27:09] 我立刻逃跑了
[00:27:09] 对吧
[00:27:10] 一旦视觉诞生了
[00:27:13] 其他的生物在进化的过程中
[00:27:17] 又不得不演化出更强的视觉
[00:27:20] 对吧
[00:27:21] 因为如果你不有更强的视觉的话
[00:27:23] 你就会被吃掉
[00:27:24] 所以就展开了一场军备竞赛
[00:27:27] 所以这是所谓的
[00:27:30] 寒武纪大爆发
[00:27:31] 所谓的Campbell Error
[00:27:33] 就是说
[00:27:34] 地球上在寒武纪之前
[00:27:36] 可能只有屈指可数的这些物种
[00:27:38] 但是国内的寒武纪
[00:27:39] 在寒武纪之后
[00:27:41] 突然大爆炸时的
[00:27:43] 多了几十万种这种物种
[00:27:45] 一个leading theory
[00:27:46] 就一个理论
[00:27:47] 其实是说
[00:27:48] 这种大爆炸的来源
[00:27:50] 其实就是因为
[00:27:51] 大家在视觉层面展开了这种军备竞赛
[00:27:55] 是的
[00:27:57] 所以你说的完全对
[00:27:58] 我觉得这其实不是一个人特有的事情
[00:28:02] 我觉得所有的动物其实也是这样
[00:28:05] 然后所以
[00:28:07] 我对这件事情还是蛮感兴趣的
[00:28:09] 而且你知道视觉这件事情
[00:28:11] 其实也不只是一个感官
[00:28:13] 有一种说法是
[00:28:15] 其实眼睛是唯一一个
[00:28:18] 它是大脑的一部分
[00:28:19] 但它是唯一一个暴露在真实世界里面的大脑部分
[00:28:23] 因为其他的大脑部分都藏在我们的头骨背后
[00:28:27] 所以这样想的话
[00:28:28] 其实解决视觉不是要解决视觉本身
[00:28:32] 而是要解决智能本身
[00:28:34] 所以一切我觉得都是能串起来的
[00:28:37] 从你还没有进入
[00:28:39] 大一的正式上学之前
[00:28:40] 那个在宿舍里躲着打游戏
[00:28:44] 虚度时光的你
[00:28:45] 然后到你找到了计算机视觉的这个人生的主线
[00:28:49] 这中间发生了什么呀
[00:28:50] 其实也没发生什么
[00:28:53] 其实很多时候我觉得都来源于偶然吧
[00:28:56] 就像我如果当初也许没看这本书
[00:29:00] 然后我可能也不会走上这条路
[00:29:03] 但有时候我觉得这也是一种必然
[00:29:05] 我现在还是蛮相信
[00:29:06] 其实每个人都有自己的命运
[00:29:09] 或者说
[00:29:09] 我有时候跟学生说
[00:29:12] 你不要想着说你不做这件事
[00:29:15] 别人就会把这件事做了
[00:29:17] 你要想
[00:29:18] 如果你不做这件事
[00:29:19] 这件事在这世界上永远不会发生
[00:29:22] 这个是什么意思呢
[00:29:24] 就是说
[00:29:26] 就是说你现在在做一个research topic
[00:29:28] 对吧
[00:29:29] 然后你做了这件事情
[00:29:31] 你是怎么样一步一步到达这个端点的
[00:29:36] 这件事情完全取决于你自己之前的个人的认识
[00:29:38] 对吧
[00:29:39] 人生的经验成长的背景
[00:29:40] 可能是你看过的一本书
[00:29:42] 可能是你跟一些人的一段对话
[00:29:45] 可能就是你的genetically
[00:29:48] 就是你的基因
[00:29:50] 就是跟别人不一样
[00:29:52] 对吧
[00:29:53] 我觉得每一个个体在这个世界上都是很独立的
[00:29:56] 每个人都是这个世界的一个变量
[00:29:58] 每个人都是这个世界上一个变量
[00:30:00] 然后有可能
[00:30:01] 谁说的准呢
[00:30:01] 有可能你就是这个世界上最重要的那个变量
[00:30:04] 这是你的世界观
[00:30:06] 我觉得是我乐观的一面
[00:30:09] 对吧
[00:30:10] 你在新加坡国立有获得你想获得的东西吗
[00:30:14] 我觉得有
[00:30:17] 首先是我交了很多很好的朋友
[00:30:19] 之后我可以
[00:30:20] 也可以慢慢展开
[00:30:21] 但我认识了
[00:30:22] 比如说
[00:30:22] 其实当初带我的主要的这个
[00:30:25] 我的mentor是冯嘉石
[00:30:27] 他当初是这个PhD学生
[00:30:30] 对
[00:30:31] 然后他带着我
[00:30:32] 然后做了一些工作
[00:30:33] 我们发表了一篇
[00:30:34] 也不是顶会
[00:30:35] 很不幸
[00:30:36] 本科还是没能发出一篇CVPR
[00:30:37] 但
[00:30:39] 但发表了一篇还不错的BMVC的paper
[00:30:43] 对
[00:30:43] 是一个没那么顶会的计算机视觉的这样一个论文
[00:30:48] 所以
[00:30:49] 我觉得还是有很大很大的收获
[00:30:52] 我第一次知道了research是怎么回事
[00:30:56] 对吧
[00:30:57] 真正写过一篇paper跟没写这篇paper
[00:30:59] 我觉得还是差别还是很大的
[00:31:01] 那是你关于CV的第一篇paper
[00:31:03] 是的
[00:31:04] 但你可以认为这是一个关于CV的paper
[00:31:06] 但其实跟CV也没有什么关系啊
[00:31:08] 它的唯一的一个application是这个人脸识别
[00:31:12] 对
[00:31:12] 它更像是一个机器学习的论文吧
[00:31:15] 但那时候也很正常
[00:31:17] 所有在学CV或者说研究CV的人都在做类似的事情
[00:31:21] 所谓的这些这种manifold clustering相关的东西
[00:31:26] 对
[00:31:27] 但是也就是在那个时间点上
[00:31:30] 那是2012年2013年2012年对吧
[00:31:34] 所以刚好也是Alex that moment
[00:31:36] 嗯
[00:31:37] 所以我也是在那个时间点上计算这个paper的事情
[00:31:38] 在那个时间点上啊知道了这件事对吧
[00:31:42] 然后对然后知道了image net
[00:31:44] 知道了深度学习
[00:31:47] 所以我觉得那其实是一个原点
[00:31:49] 那是我刚开始做research
[00:31:51] 然后学会怎么样做research的一个原点
[00:31:53] 也是整个深度学习的一个原点
[00:31:55] 这是你的大三
[00:31:57] 大三对
[00:31:58] 这个时候大学就快结束了
[00:32:00] 所以你其实在本科期间就已经找到了你的主线
[00:32:03] 我觉得是的
[00:32:04] 嗯
[00:32:05] 那你当时的内深奖励机制是什么呢
[00:32:08] 其实我觉得还是好奇心吧
[00:32:10] 对啊
[00:32:11] 就是我我觉得
[00:32:13] 我觉得想我想要知道为什么对
[00:32:15] 然后或者说这可能也是我的一个自己的一个解释吧
[00:32:19] 我觉得我也不知道我的intrinsic motivation到底是什么
[00:32:22] 哦
[00:32:22] 但是
[00:32:24] 嗯
[00:32:26] 我希望了解更多东西
[00:32:28] 我希望了解关于这个领域的更多的事情
[00:32:32] 我希望跟这个领域的最顶尖的这一部分学生也好
[00:32:38] 研究员也好
[00:32:38] 老师也好
[00:32:39] 有更深入的交流
[00:32:41] 嗯
[00:32:42] 所以这也是为什么之后决定还是想要出国
[00:32:45] 想要申请
[00:32:46] 我觉得也是partly是这个原因
[00:32:48] 这里我想多插一个小问题
[00:32:51] 你也肯定有很多清华摇班的朋友
[00:32:53] 也有很多清华摇班的朋友来过我的节目
[00:32:57] 是的
[00:32:57] 我想知道清华摇班你觉得跟交大的A3班最大的差别会是什么呀
[00:33:02] 在培养上
[00:33:03] 我觉得可能A3班没那么卷吧
[00:33:05] 啊
[00:33:05] 一个一个差别是
[00:33:07] 呃
[00:33:08] again
[00:33:08] 这件事情其实还是于老师的一个一个设计
[00:33:11] 他我觉得是一个呃
[00:33:12] 挺伟大的一个教育家
[00:33:14] 我可以这么这么去说
[00:33:15] 对
[00:33:16] 像我们当初
[00:33:17] 其实我们的课程设计上呃
[00:33:19] 会有很多
[00:33:20] 呃
[00:33:22] 看起来还是蛮奇怪的这些设定
[00:33:23] 比如说我们有一门课程
[00:33:25] 于老师其实很很自豪的就是说叫做学子讲坛
[00:33:29] 这个学子讲坛是什么呢
[00:33:30] 就是说大家要到啊
[00:33:33] 这个课上
[00:33:34] 然后花可能四十五分钟一小时去做一个presentation
[00:33:37] 啊
[00:33:37] 给一个talk
[00:33:39] 然后这个talk不能是跟学习有关的
[00:33:42] 它可以是关于这世界上任何事情的啊
[00:33:45] 但不能但不能学习有关系
[00:33:47] 对
[00:33:48] 所以呃
[00:33:50] 有人会讲哲学
[00:33:51] 有人会讲历史
[00:33:52] 有人会讲社会啊
[00:33:54] 有人会讲很多很多很有趣的东西
[00:33:57] 当然也可以讲科学
[00:33:58] 嗯
[00:33:59] 对
[00:33:59] 然后我觉得
[00:34:00] 我觉得这可能是一个培养机制的不同
[00:34:03] 当然我也没去过摇板
[00:34:04] 所以我也不清楚啊
[00:34:05] 但我觉得大家还是在一个
[00:34:07] 呃
[00:34:07] 相对来说比较宽松
[00:34:09] 并且比较比较强调通识的这种这种这种设定下往前走的
[00:34:14] 嗯
[00:34:14] 你给我的感觉是你好像不是一个喜欢过度竞争的人
[00:34:18] 呃
[00:34:19] 我觉得我不去怕竞争
[00:34:21] 但是我觉得确实我不喜欢过度竞争
[00:34:24] 并且我觉得过度的竞争一定也不利于创新
[00:34:29] 对
[00:34:29] 我觉得我觉得这个这个当然不是说A3班没有竞争
[00:34:32] 哦
[00:34:33] 其实有很强的竞争
[00:34:34] 你在这个竞争中是优胜者吗
[00:34:36] 没有被淘汰出去
[00:34:37] OK
[00:34:37] 对
[00:34:38] 啊
[00:34:38] 对
[00:34:38] 啊
[00:34:39] 但其实也不能叫淘汰了
[00:34:40] 就是其实是大家觉得自己适合还是不适合
[00:34:43] 然后选择继续留在这儿还是出去
[00:34:46] 对
[00:34:46] 你本科大概排第几
[00:34:48] 一共可能有三四十个人可能排十几名这样吧
[00:34:55] 没有特别卷自己
[00:34:57] 啊
[00:34:57] 没有没有特别卷自己
[00:34:58] 嗯
[00:34:59] 你你有想过要成为ACM班的
[00:35:02] 比如说第一名第二名吗
[00:35:03] 这是你的追求吗
[00:35:04] 我成为不了
[00:35:05] 对
[00:35:05] 哦
[00:35:06] 这真的
[00:35:07] 真的成为不了
[00:35:08] 因为我们有很强的这些
[00:35:09] 对
[00:35:10] 竞赛背景的学生
[00:35:11] 然后或者说这个评价的标准
[00:35:13] 其实我觉得也是多元化的
[00:35:14] 其实不好讲谁是第一名第二名
[00:35:16] 或者说如果只看GPA的话
[00:35:17] 那我确实做不到
[00:35:19] 嗯
[00:35:20] 对
[00:35:21] 然后我觉得而且我对这件事情可能也是受了生存手册的启发
[00:35:25] 我觉得我也不是那么在意
[00:35:27] 所以从那个时候就开始非常追随自己的兴趣
[00:35:31] 是的
[00:35:32] 对
[00:35:32] 我觉得追随我的兴趣
[00:35:33] 并且我会想方设法促成这件事情
[00:35:36] 对吧
[00:35:36] 尤其在申请的时候
[00:35:37] 也是一样
[00:35:38] 嗯
[00:35:38] 刚才的一个例子是你去了新加坡鼓励
[00:35:42] 而没有去微软亚运院
[00:35:43] 对
[00:35:44] 申请的时候
[00:35:44] 其实对这里面还有另外一个故事
[00:35:47] 就是当初差点失学
[00:35:48] 啊
[00:35:49] 但也没有失学
[00:35:50] 就是还是有一些offer
[00:35:51] 嗯
[00:35:51] 但是也是没有一个
[00:35:53] 我想去的做计算机视觉的老师的offer
[00:35:56] 哦
[00:35:57] 这件事情让我非常非常的沮丧
[00:36:00] 然后一度我会想
[00:36:02] 好吧
[00:36:03] 那我可以去做一些
[00:36:04] 关于推荐系统的研究
[00:36:06] 一些更加
[00:36:07] 呃
[00:36:08] 有种
[00:36:08] 呃
[00:36:09] 机器
[00:36:09] 机器学习的研究
[00:36:10] 哦
[00:36:11] 呃
[00:36:12] 直到最后
[00:36:13] 然后我就我就开始疯狂的跟大家写邮件
[00:36:16] 就是套词邮件
[00:36:17] 嗯
[00:36:17] 对
[00:36:17] 然后
[00:36:18] 然后这个图图周文老师的图教授
[00:36:21] 然后回复了我
[00:36:22] 哦
[00:36:23] 但这件事情已经非常繁华了
[00:36:24] 因为你知道大家申请phd一般都是要4月15号就截止了
[00:36:28] 对吧
[00:36:28] 我其实4月才收到了这个回复
[00:36:31] 哦
[00:36:31] 对
[00:36:32] 然后
[00:36:32] 最想去的老师是谁啊
[00:36:34] 在那个时候
[00:36:36] 呃
[00:36:36] 那时候其实做
[00:36:37] 计算机视觉的老师不多
[00:36:39] 对吧
[00:36:39] 然后我觉得陀老师当然是一个我非常非常敬佩的一位老师
[00:36:43] 所以我觉得他也是我的一个top choice
[00:36:46] 对
[00:36:47] 嗯
[00:36:47] 然后当然了还会有很多你当然说像
[00:36:50] 像在斯坦福伯克利对吧
[00:36:52] MIT
[00:36:53] 都会有有很多这些计算机视觉的先驱
[00:36:56] 啊
[00:36:57] 但那时候这个啊
[00:36:59] 超过我的能力范围之内
[00:37:00] 嗯
[00:37:01] 对
[00:37:02] 所以
[00:37:03] 所以我跟陀老师发这个邮件
[00:37:05] 然后他就
[00:37:06] 呃
[00:37:07] 回复了我
[00:37:08] 然后我还非常记得非常清楚啊
[00:37:12] 因为有时差嘛
[00:37:13] 所以他老师说我们要不要打个电话
[00:37:15] 你有什么你什么时候有时间
[00:37:17] 我说我任何时候都有时间啊
[00:37:20] 然后所以我半夜3点在宿舍的楼下跟陀老师打了这么一个电话
[00:37:24] 告诉他为什么我觉得呃
[00:37:27] 我想做这件事
[00:37:28] 嗯
[00:37:28] 我之前做了哪些事啊
[00:37:30] 并且我觉得我为什么很欣赏你的research
[00:37:33] 我觉得我们可以一起工作一起公事
[00:37:36] 对
[00:37:37] 所以啊
[00:37:39] 后来陀老师就就把我把我捞起来了啊
[00:37:42] 非常非常非常幸运
[00:37:43] 最后几天
[00:37:44] 最后几天把我捞起来了
[00:37:46] 但后面还有转折
